date,station_name,temp,pm2_5
2021-01-08 00:00:00,PANACEA_001,10.000026105949011,34.0
2021-01-25 23:00:00,PANACEA_000,10.000708271896553,8.1875
2021-01-26 21:00:00,Athens CAMS station 1,10.000905261684789,2.1124547
2021-01-25 23:00:00,CleanAir in Greece - Thiseio,10.000995675604765,8.657692307692308
2021-01-29 19:00:00,PARASKEVI,10.001125804259836,8.0
